,activation,distance,fov_x,velocity
0,0.657253842582,0.46,120,3.05
1,0.510251922603,0.53,eneral,2.01
2,0.554939615397,0.53,60,2.01
3,0.903053167826,0.65,30,4.13
4,0.261188293752,0.52,60,1.0
5,1.01350896213,0.65,60,4.13
6,0.747989122943,0.46,90,3.05
7,0.460671686226,0.53,120,2.01
8,0.247803037913,0.52,90,1.0
9,0.503813110952,0.53,90,2.01
10,0.729675452176,0.46,30,3.05
11,0.825500186093,0.46,60,3.05
12,0.219318602315,0.52,120,1.0
13,0.853835838133,0.65,120,4.13
14,0.944749129302,0.65,90,4.13
15,0.249050622258,0.52,30,1.0
16,0.510251922603,0.53,30,2.01
